Cluster,Cluster_Lat,Cluster_Lng,RideCount
4491,38.896771669,-76.960055947,1
4492,38.896773874999994,-77.006804407,2
4493,38.89678275,-77.03986033333334,2
4494,38.89678933333333,-77.0047165,1
4495,38.896798372,-77.039844632,1
4496,38.896802545,-77.02159965,1
4497,38.896808386,-77.086619854,1
4498,38.896811008,-77.012444615,1
4499,38.896813333333334,-77.03979816666667,1
4500,38.896815896,-77.086342573,1
4501,38.896822929,-76.94694519,1
4502,38.896827936,-77.071864247,1
4503,38.896828294,-77.01192224,1
4504,38.896832466,-77.027371883,1
4505,38.896837473,-76.994644523,1
4506,38.896851,-77.07166666666667,1
4507,38.896861434,-77.00478375,1
4508,38.896873713,-77.012513995,1
4509,38.896884322,-77.0071675775,2
4510,38.896888494,-77.086447358,1
4511,38.896889687,-77.011727095,1
4512,38.896890402,-77.004715323,1
4513,38.896893978,-77.012250662,1
4514,38.896895051,-77.086605191,1
4515,38.896898985,-77.012010455,1
4516,38.89691890083333,-77.08641927616667,2
4517,38.896922708,-77.012075543,1
4518,38.896922827,-77.004737258,1
4519,38.89692300375881,-77.08650150088692,398
4520,38.896926403,-77.004703522,1
4521,38.896927238,-77.011610389,1
4522,38.896928906,-77.086417794,1
4523,38.89693296,-77.005142331,1
4524,38.8969422575,-77.086489081,2
4525,38.896944284,-76.947220325,1
4526,38.896946788,-77.086493134,1
4527,38.896952987,-77.071261048,1
4528,38.896954656,-77.00489974,1
4529,38.896956563,-77.012453318,1
4530,38.896957397,-77.086433172,1
4531,38.896960000024634,-77.00492999053608,5641
4532,38.896963954,-77.08649687,3
4533,38.896966934,-77.004856586,1
4534,38.89696816666667,-77.08643033333334,1
4535,38.89696883333333,-77.00479216666666,1
4536,38.8969698545,-77.08646076950001,2
4537,38.89697361,-77.0047740935,2
4538,38.89697561566667,-77.08641299383333,2
4539,38.896977166666666,-77.00479566666667,1
4540,38.896977544,-77.086541057,1
4541,38.89697814,-77.004917741,1
4542,38.896978974,-77.086495757,1
4543,38.896979809,-77.004843593,1
4544,38.89698228733334,-77.08646531200002,3
4545,38.896986567333336,-77.0048238125,6
4546,38.896990538,-77.086421132,1
4547,38.896991014,-77.004918575,1
4548,38.896991865000004,-77.08643468366667,2
4549,38.89699471,-77.004866242,1
4550,38.896995604,-77.086465061,2
4551,38.896996856,-77.011856914,1
4552,38.897000194,-77.086539865,1
4553,38.897001505,-77.004929185,1
4554,38.897001743,-76.94745934,1
4555,38.89700527352381,-77.0055121884762,7
4556,38.897008061,-77.086461425,1
4557,38.897008061,-76.947341323,1
4558,38.897008419,-77.08646667,1
4559,38.897008538,-77.01166266199999,2
4560,38.89700916666666,-77.004869,1
4561,38.897009254,-77.08625567,1
4562,38.897010918,-77.00492122644444,3
4563,38.897012472,-77.011644721,1
4564,38.8970136045,-77.0864390135,2
4565,38.89701536275,-77.004899174,4
4566,38.897017479,-77.086420774,1
4567,38.897019386000004,-77.00492552933333,3
4568,38.897022486,-77.086515546,1
4569,38.897023797,-77.005171776,1
4570,38.897024393,-77.086462975,1
4571,38.897024393,-77.011494994,1
4572,38.897026022333336,-77.00486600366666,3
4573,38.897026658,-77.086429477,1
4574,38.897027016,-77.004961252,1
4575,38.89702966666667,-77.01185316666667,1
4576,38.897030982,-77.00485561977777,3
4577,38.897033334,-77.011558294,1
4578,38.89703536,-77.004852533,1
4579,38.897036195,-76.983583927,1
4580,38.897037506,-77.086431146,1
4581,38.897037625,-77.00477457,1
4582,38.897037864,-77.071874142,1
4583,38.897038102,-77.043919921,1
4584,38.897038102,-76.983482361,1
4585,38.897038579,-77.004886746,1
4586,38.897038817,-76.947125196,1
4587,38.89704042366667,-77.00489683377778,3
4588,38.897042751,-76.98359561,1
4589,38.897044023,-77.00499637933332,3
4590,38.897045374,-77.011621952,1
4591,38.897045851,-76.947393179,1
4592,38.897046833333334,-77.07194716666666,1
4593,38.89704760516666,-77.00487419483333,2
4594,38.89704916666667,-76.983591,1
4595,38.897050858,-77.004924417,1
4596,38.897051166666664,-77.07224383333333,1
4597,38.897051334,-77.086450219,1
4598,38.897051833333336,-77.07201283333333,1
4599,38.897053778499995,-77.0049337745,2
4600,38.897055507,-77.086405516,1
4601,38.897055864,-77.072309375,1
4602,38.89705639666667,-77.00485071533333,2
4603,38.89705658,-77.011646986,1
4604,38.897056699,-76.994488239,1
4605,38.897058829916666,-77.00491688691666,4
4606,38.897059679,-77.039728403,1
4607,38.897061319555554,-77.00484888266668,3
4608,38.897063,-76.947446,105
4609,38.897063494,-77.00491851550001,2
4610,38.897064209,-76.947453976,1
4611,38.897064569166666,-77.01160254133333,2
4612,38.8970649835,-77.00498294849999,2
4613,38.8970655,-76.94742666666667,1
4614,38.897066236,-77.011639595,1
4615,38.897066474,-76.98360312,1
4616,38.89706733333333,-77.00491283333334,1
4617,38.89706733333333,-76.9835335,1
4618,38.897067666,-77.004969001,1
4619,38.897068024,-77.01144278,1
4620,38.897068024,-76.983539104,1
4621,38.897068262,-77.0049419405,2
4622,38.897068501,-77.01173842,1
4623,38.89706897766666,-77.00488682566667,3
4624,38.897069931,-77.086598754,1
4625,38.897069931,-77.055491567,1
4626,38.897070527,-77.004877687,1
4627,38.897071454333336,-76.98358518666667,2
4628,38.897072554,-77.004847765,1
4629,38.89707272933333,-76.98356082416666,2
4630,38.89707621996297,-77.00487941366666,9
4631,38.89707756,-76.983575344,1
4632,38.897078991,-77.086411715,1
4633,38.89707970808333,-77.004882995,4
4634,38.897080541,-77.072253585,1
4635,38.897081673,-77.00494396650001,2
4636,38.89708209,-76.983521938,1
4637,38.897082925,-77.022566676,1
4638,38.897082925,-77.011921406,1
4639,38.897084534,-77.0048404335,2
4640,38.897085667,-77.011645079,1
4641,38.89708841816666,-77.00487462191666,4
4642,38.897090554,-77.055642486,1
4643,38.897090733,-76.98359990099999,2
4644,38.89709440866667,-77.004894217,3
4645,38.89709633333333,-77.01159266666667,1
4646,38.89709661416667,-77.00490295066666,2
4647,38.897097349333336,-77.01169963666668,3
4648,38.897098184,-77.077694178,1
4649,38.897098184,-77.0118047,1
4650,38.897099833333336,-77.00484833333333,1
4651,38.89710133333333,-76.98354716666667,1
4652,38.897102356,-77.011726022,1
4653,38.897102475,-77.004957795,1
4654,38.897103906,-77.072697043,1
4655,38.89710474,-77.012009501,1
4656,38.897104859,-77.086439252,1
4657,38.8971050385,-77.004934728,2
4658,38.897105217,-77.011921167,1
4659,38.897106687,-77.004906694,3
4660,38.897107601,-77.011647701,1
4661,38.89710778,-77.00492656200001,2
4662,38.897108000066616,-77.01161594337864,2502
4663,38.897108436,-77.004987121,1
4664,38.897108555,-76.983523846,1
4665,38.897109449,-77.0048727395,2
4666,38.897110939,-77.0116201635,2
4667,38.897112375,-77.00491663666666,2
4668,38.897113085,-77.012154341,1
4669,38.89711427666666,-77.00484522166666,3
4670,38.897116542,-77.011615276,1
4671,38.897116661,-77.004926085,1
4672,38.897117376,-76.983568549,1
4673,38.897117734,-77.005218625,1
4674,38.897117972,-77.011578918,1
4675,38.897118844000005,-77.00493050099999,2
4676,38.897119164,-76.983623505,1
4677,38.897119999,-77.004887223,1
4678,38.897120476,-77.080525637,1
4679,38.897121191,-77.011854649,1
4680,38.897122382999996,-76.983564019,2
4681,38.897123456,-77.004866481,1
4682,38.897124171,-77.0115141865,2
4683,38.8971284848,-77.00486043073333,5
4684,38.897130132,-76.983613968,1
4685,38.897131205,-77.019567251,1
4686,38.8971319795,-77.011630118,2
4687,38.897132397,-77.004671574,1
4688,38.897132575499995,-77.011609435,2
4689,38.89713319166666,-77.00490089233334,3
4690,38.897135854,-76.983574867,1
4691,38.897136211,-77.011615038,1
4692,38.897136688,-76.983586669,1
4693,38.897136927,-77.011654019,1
4694,38.897137046,-76.99469769,1
4695,38.897137355999995,-77.00484486033332,3
4696,38.897138,-77.01153083333334,1
4697,38.897138,-77.00490666666667,1
4698,38.897138166666664,-77.01160116666667,1
4699,38.897138834,-77.004779339,1
4700,38.897140145,-76.983603597,1
4701,38.897141814,-77.011625051,1
4702,38.897142833333334,-76.99459716666667,1
4703,38.897143006,-76.983617425,1
4704,38.897143245,-77.004891992,1
4705,38.897144,-77.0115645,1
4706,38.897145152,-77.005122304,1
4707,38.897145867,-77.011635303,1
4708,38.89714683333333,-77.02183833333333,1
4709,38.897147333333336,-76.98353583333333,1
4710,38.897147536,-77.011930466,1
4711,38.897147833333335,-77.00477883333333,1
4712,38.897149091,-77.0115907065,2
4713,38.897150333333336,-77.0049775,1
4714,38.897150636,-76.9836092,1
4715,38.897153046499994,-77.01163438516667,2
4716,38.897156656,-77.00480473050001,2
4717,38.897158623,-77.019319296,1
4718,38.897158861,-77.004881859,1
4719,38.8971591,-77.011623502,1
4720,38.897159219,-76.983577728,1
4721,38.8971595,-77.01160783333333,1
4722,38.897160411,-76.994897008,1
4723,38.897160649,-77.004961133,1
4724,38.89716280266667,-77.011531339,2
4725,38.8971643238,-77.0048776628,5
4726,38.897166014,-76.983586192,1
4727,38.897168041916665,-77.01169300941666,4
4728,38.897171021,-77.005245566,1
4729,38.897172213,-77.011543512,1
4730,38.897173762,-77.022247672,1
4731,38.897173882,-77.004882574,1
4732,38.897174954,-76.994746566,1
4733,38.897175,-77.01187433333334,1
4734,38.897175,-77.00492533333333,1
4735,38.897175074,-77.055471301,1
4736,38.897175074,-77.00462389,1
4737,38.897175789,-77.011513233,1
4738,38.897175908,-77.004779696,1
4739,38.897176981,-76.947199106,1
4740,38.897178769,-77.019236326,1
4741,38.897178833333335,-76.98353233333333,1
4742,38.897179127,-76.994645596,1
4743,38.897179246,-77.019273281,1
4744,38.897180438,-77.012340665,1
4745,38.897180438,-77.004881024,1
4746,38.897180796,-77.023939013,1
4747,38.897181392,-77.011602402,1
4748,38.897183061,-77.00489521,1
4749,38.897184253,-77.072040915,1
4750,38.897185206,-77.011565804,1
4751,38.897185802,-77.004825592,1
4752,38.89718616,-76.983627439,1
4753,38.897186733333335,-77.02356441666667,1
4754,38.897188354777775,-77.00490123722221,3
4755,38.897190213,-76.983572364,1
4756,38.89719066666667,-77.00473666666667,1
4757,38.897191167,-77.019111037,1
4758,38.897191167,-76.983585715,1
4759,38.897191763,-77.01161027,1
4760,38.897192001,-77.019063711,1
4761,38.897192001,-77.011507273,1
4762,38.897192597,-76.983572841,1
4763,38.89719383333333,-77.004838,1
4764,38.897194266,-77.019142389,1
4765,38.897194386,-76.983573914,1
4766,38.897194743,-77.019189477,1
4767,38.89719500000001,-76.98357499999999,775
4768,38.897195458,-77.011545777,1
4769,38.897197366,-77.086475849,1
4770,38.897197366,-77.011659503,1
4771,38.897198319,-76.994628429,1
4772,38.897199491555554,-77.00472528455556,3
4773,38.897200465,-77.019338131,1
4774,38.89720159083333,-76.98365206733334,2
4775,38.89720283333333,-77.01147016666667,1
4776,38.897202969,-77.004915714,1
4777,38.897205472,-76.983576655,1
4778,38.897206227,-77.00486739466668,3
4779,38.897209048,-77.011587977,2
4780,38.897209048,-76.9947716,1
4781,38.897209764,-77.019356847,1
4782,38.89721066766667,-77.011702912,2
4783,38.897211552,-77.019194961,1
4784,38.897211671,-77.055414081,1
4785,38.89721199066666,-77.00482783449999,2
4786,38.897212267,-77.019141316,1
4787,38.897213498666666,-77.01182289933332,3
4788,38.897215128,-77.004852176,1
4789,38.897216,-77.01169433333334,1
4790,38.897217035,-77.019314408,1
4791,38.897218,-77.072143,847
4792,38.897218585,-77.004918098,1
4793,38.89721866666667,-77.0116715,1
4794,38.897218823,-77.004814863,1
4795,38.897219166666666,-77.01185475,2
4796,38.897220254,-76.994773626,1
4797,38.897220612,-77.004894257,1
4798,38.89722085,-77.011461854,1
4799,38.897220969,-77.055495501,1
4800,38.897221208,-77.072114229,1
4801,38.897222,-77.01934700000001,1143
4802,38.897222121333336,-77.011585911,3
4803,38.897222757,-77.055555582,1
4804,38.897222757,-77.019110918,1
4805,38.897222877,-77.004711866,1
4806,38.897224188,-77.072060585,1
4807,38.8972245455,-77.05548691749999,2
4808,38.897225022,-77.004752755,1
4809,38.897225439500005,-76.994718194,2
4810,38.897226333333336,-77.01155683333333,1
4811,38.897226833333335,-77.00484233333333,1
4812,38.89722716666667,-77.02218766666667,1
4813,38.897227407,-77.004799962,1
4814,38.89722779533333,-77.01917343888888,3
4815,38.897228479,-77.004727006,1
4816,38.897228718,-77.019130826,1
4817,38.897229612000004,-77.00499677650001,2
4818,38.897230029,-77.022028208,1
4819,38.897230029,-77.004831076,1
4820,38.897230387,-76.994871616,1
4821,38.897230506,-77.02069032150001,2
4822,38.897231102,-77.072062135,1
4823,38.897231758000004,-77.02063411500001,2
4824,38.897233129,-77.004778862,1
4825,38.897233367,-77.071944237,1
4826,38.897233486,-77.0557971,1
4827,38.897233486,-76.994746327,1
4828,38.897233605,-77.055459857,1
4829,38.89723442822222,-76.99475131233334,3
4830,38.89723545,-77.00974601666667,1
4831,38.897235513,-77.019159555,1
4832,38.897236228,-77.055426717,1
4833,38.897236466,-77.019183278,1
4834,38.89723753966666,-76.994721055,3
4835,38.897238255,-77.005087972,1
4836,38.897238374,-77.01925528,1
4837,38.897238493,-77.004877925,1
4838,38.897238851,-76.994739056,1
4839,38.897239,-77.004898,1
4840,38.897239327,-77.019163251,1
4841,38.8972395,-77.00478833333334,1
4842,38.89724016433334,-77.01915965866667,2
4843,38.89724016666667,-76.994762,1
4844,38.897242188,-77.055458784,1
4845,38.89724233333333,-77.0048585,1
4846,38.89724291583333,-76.99475998933333,2
4847,38.897243857,-77.019330978,1
4848,38.897244215,-77.004860163,1
4849,38.897244666666666,-77.01160983333334,1
4850,38.89724493,-77.019174576,1
4851,38.897245049,-76.994782805,1
4852,38.897245288,-77.004763484,1
4853,38.897245526,-77.011629701,1
4854,38.897246,-77.0191015,1
4855,38.897246331,-76.9946846365,4
4856,38.897247076,-77.022505045,1
4857,38.897247166666666,-76.99464916666666,1
4858,38.897247672,-77.011603713,1
4859,38.89724822393333,-76.99469240506667,5
4860,38.897249222,-77.055589199,1
4861,38.897249937,-77.011568666,1
4862,38.897249937,-77.004885435,1
4863,38.897250056,-77.055408478,1
4864,38.89725084822222,-77.02114984533334,3
4865,38.89725166666667,-76.99467616666666,1
4866,38.8972519635,-77.07193529599999,2
4867,38.897252321,-76.994664788,1
4868,38.897252679,-77.019137025,1
4869,38.89725333333333,-76.99470316666667,1
4870,38.897253871,-77.009825945,1
4871,38.897254586,-77.019220352,1
4872,38.897254705,-77.055534005,1
4873,38.8972551225,-77.0192206505,2
4874,38.897255659,-77.004843354,1
4875,38.89725724833333,-76.99480466033333,3
4876,38.89725867666667,-77.020601078,2
4877,38.89726,-76.99477933333333,2
4878,38.897260785,-77.005388021,1
4879,38.897260904,-77.019392133,1
4880,38.897261262,-76.9948088525,2
4881,38.89726183333333,-77.0048505,1
4882,38.897261858,-77.072072864,1
4883,38.897262812,-77.011454225,1
4884,38.897262931,-77.019112587,1
4885,38.897263408,-77.0108538865,2
4886,38.897264123,-77.0207153555,2
4887,38.897265196,-77.072117686,1
4888,38.897265196,-77.004130721,1
4889,38.897265383666664,-76.99468434283332,2
4890,38.897265553,-77.055553794,1
4891,38.897265753166664,-76.994793843,2
4892,38.897266269,-77.004839897,1
4893,38.897266388,-76.994658232,1
4894,38.897266746,-77.005372643,1
4895,38.897267,-77.05549233333333,1
4896,38.897267103,-77.019369245,1
4897,38.897267166666666,-77.00968966666667,1
4898,38.8972676995,-76.9947516325,2
4899,38.897268295,-77.011643291,1
4900,38.897269,-77.0192225,1
4901,38.897270083,-77.012166858,1
4902,38.897270322,-76.994800687,1
4903,38.897271872,-77.055575967,1
4904,38.897271991,-77.071889997,1
4905,38.89727263091667,-77.02137740366666,4
4906,38.89727399937947,-76.9947490260048,1452
4907,38.89727509,-77.010002017,1
4908,38.897276833333336,-76.99461766666667,1
4909,38.89727724841667,-77.055539704,4
4910,38.897277474,-77.022058487,1
4911,38.897278905,-77.004850268,1
4912,38.897279898,-76.99477926288888,3
4913,38.89728066666667,-77.0047615,1
4914,38.897280693,-77.01928556,1
4915,38.8972818376,-76.9947137358,5
4916,38.897282839,-77.055479407,1
4917,38.89728304853854,-77.02219069004059,2118
4918,38.897283077,-77.072095275,1
4919,38.8972835,-77.01919066666666,1
4920,38.897283673,-77.055548549,1
4921,38.897283673,-76.994593978,1
4922,38.897283792,-77.018987894,1
4923,38.89728432850001,-77.00334423800001,2
4924,38.89728527816666,-76.99476589233333,2
4925,38.897285342,-77.005074024,1
4926,38.897285581,-77.055586815,1
4927,38.897286415,-77.022212863,1
4928,38.89728713,-77.055516124,1
4929,38.897287166666665,-77.01912633333333,1
4930,38.89728725,-77.00472796,1
4931,38.897287607,-77.055554271,1
4932,38.897288203,-77.0208090545,2
4933,38.897288442,-76.983490229,1
4934,38.8972902295,-76.994735718,2
4935,38.897292614,-77.055554032,1
4936,38.897292614,-77.022360325,1
4937,38.89729300019471,-77.05557000623054,856
4938,38.897293448,-76.994715214,1
4939,38.897294164,-77.02080786249999,2
4940,38.897295177000004,-76.9947088955,2
4941,38.897296,-77.055458,1
4942,38.897296,-76.99469266666667,1
4943,38.89729619,-77.0047822,1
4944,38.89729643644444,-77.07206553366666,3
4945,38.897296786,-76.994783282,1
4946,38.897297025,-77.011537194,1
4947,38.897297144,-77.072160363,1
4948,38.897297144,-77.05540669,1
4949,38.897297978,-76.994861603,1
4950,38.89729839416667,-77.02065816566667,2
4951,38.89729929,-76.994774818,1
4952,38.897299409,-77.022251129,1
4953,38.897299886,-77.071956277,1
4954,38.897300363,-77.00497663,1
4955,38.897300482,-76.994588494,1
4956,38.897301197,-77.019090652,1
4957,38.89730433633333,-77.00668760166667,3
4958,38.8973057865,-77.0555459855,2
4959,38.897306323,-77.02217555,1
4960,38.89730733333333,-77.05550099999999,2
4961,38.897308886000005,-77.020783007,2
4962,38.897308946,-77.005200744,1
4963,38.897309065,-77.022008181,1
4964,38.89730978,-77.005030155,1
4965,38.897310615,-77.08680439,1
4966,38.89731066666667,-77.01907416666667,1
4967,38.897311333333334,-77.011718,1
4968,38.897311568,-77.019132614,1
4969,38.897312045,-76.994796157,2
4970,38.897312403,-77.022261262,2
4971,38.897312522,-77.004685283,1
4972,38.897313356,-77.019206285,1
4973,38.897313833,-77.005099773,1
4974,38.897315025333334,-77.02130246166666,3
4975,38.897315264,-76.994780779,1
4976,38.8973155,-77.00518966666667,1
4977,38.897315979,-77.072081685,1
4978,38.897317052,-77.00725483900001,2
4979,38.897317052,-76.994684219,1
4980,38.89731741,-77.02227509,1
4981,38.897317705,-77.00484811033334,2
4982,38.897318602,-77.022293568,1
4983,38.897318721,-76.994718552,1
4984,38.89732134333333,-77.02306425583333,6
4985,38.897322237500006,-76.994706571,2
4986,38.897322893,-77.010028124,1
4987,38.8973235,-77.019137,1
4988,38.897323608,-77.072036624,1
4989,38.897324652,-77.021883634,7
4990,38.897325993,-77.05535543,1
4991,38.897325993,-76.994825602,1
4992,38.8973261715,-77.02226787800001,2
4993,38.897326469,-77.055477977,1
4994,38.897326827,-77.004791141,1
4995,38.89732772677778,-77.02387190266667,3
4996,38.897328912999996,-77.0203657745,2
4997,38.89732933,-77.055503368,1
4998,38.897330403,-77.022241116,1
4999,38.897330523,-76.994716406,1
5000,38.897330642,-77.004748821,1
5001,38.89733088,-77.011520863,1
5002,38.897331595,-76.947332621,1
5003,38.897331834,-76.994504094,1
5004,38.897332072,-77.055475712,1
5005,38.897332549,-77.00467217,1
5006,38.897332788,-77.011944532,1
5007,38.897334746,-77.02234515114286,7
5008,38.8973365,-77.05541433333333,1
5009,38.897336841,-77.022244811,1
5010,38.897337914,-77.004679561,1
5011,38.89733819166667,-77.02229758133333,3
5012,38.8973385,-77.05545,1
5013,38.897338629,-77.004823565,1
5014,38.897338986,-77.02233541,1
5015,38.897339344,-77.072097659,1
5016,38.897339344,-77.009781241,1
5017,38.897339463,-77.019404292,1
5018,38.89734033333333,-77.00478733333334,1
5019,38.897341768,-77.02227493133333,3
5020,38.897342801,-77.005081892,1
5021,38.89734452975,-77.021511346,4
5022,38.897346854,-77.071975708,1
5023,38.897347628999995,-77.0223739145,2
5024,38.897348523,-77.010031819,1
5025,38.89735196025,-77.02231311966666,4
5026,38.897352815,-77.005463243,1
5027,38.897353172,-77.011510849,1
5028,38.897353292,-77.05544436,1
5029,38.897354245,-76.99461782,1
5030,38.897354364,-77.022225738,1
5031,38.8973546025,-77.0048280355,2
5032,38.89735545033333,-77.02392784255555,3
5033,38.897356033,-77.012041688,1
5034,38.89735666666667,-77.05561166666666,1
5035,38.89735720783333,-77.007497976,2
5036,38.897358537,-77.0222372415,2
5037,38.8973600865,-77.00482034699999,2
5038,38.897360802,-76.994683623,1
5039,38.89736104,-77.022471666,1
5040,38.89736104,-77.0075535775,2
5041,38.89736170411111,-77.02224450677778,3
5042,38.89736259,-77.009557962,1
5043,38.897362947,-77.022297978,1
5044,38.897363092999996,-77.00969234266665,2
5045,38.897363729333335,-77.022272743,4
5046,38.897364974,-77.005160809,1
5047,38.897365,-77.07223966666666,1
5048,38.89736516666667,-77.00478516666666,1
5049,38.897365451,-77.02223205600001,1
5050,38.89736557,-77.009789705,1
5051,38.897366166,-77.022207618,1
5052,38.897366166666664,-77.055511,1
5053,38.89736648816667,-77.02226549366667,2
5054,38.897366643,-77.004762411,1
5055,38.897367954,-77.055583596,1
5056,38.8973690275,-77.02223974500001,2
5057,38.89737,-77.00981433333334,1
5058,38.89737016666667,-77.05543216666666,1
5059,38.89737016666667,-77.02251483333333,1
5060,38.897370219,-77.004867792,1
5061,38.8973706365,-77.022265613,2
5062,38.897371873,-77.00726076333333,2
5063,38.897374153,-76.983422279,1
5064,38.89737764342857,-77.02132111652381,7
5065,38.89738283333333,-77.0048455,1
5066,38.897383213,-76.925973535,1
5067,38.897383809,-77.011848211,1
5068,38.8973845245,-77.004784226,2
5069,38.89738524,-76.969458938,1
5070,38.89738533333333,-77.07192766666667,1
5071,38.89738743922222,-77.00969084455555,3
5072,38.89738822,-77.000799656,1
5073,38.89738858333333,-77.010752,2
5074,38.897389293,-76.969517589,1
5075,38.8973895,-77.005008,1
5076,38.8973895,-76.9695125,1
5077,38.8973897695,-77.0208806995,2
5078,38.897390723,-77.004845977,1
5079,38.897390962,-77.07203269,1
5080,38.89739180233333,-77.0072225125,2
5081,38.89739383333333,-77.01925883333334,1
5082,38.89739454316667,-77.00732049533333,2
5083,38.897395492,-76.994783759,1
5084,38.89739573,-77.022378922,1
5085,38.897395968,-77.009910107,1
5086,38.8973965,-77.01906283333334,1
5087,38.89739735591667,-77.00599435066667,4
5088,38.89739866666667,-77.02223683333334,1
5089,38.897398833333334,-77.05539333333333,1
5090,38.8973995,-77.0224595,1
5091,38.89739983333333,-77.004759,1
5092,38.89740026,-77.022263765,1
5093,38.897402644,-77.009770274,1
5094,38.897403121,-77.02218771,1
5095,38.897405,-77.055548,1
5096,38.897405267,-77.004831553,1
5097,38.897405666666664,-77.0222075,1
5098,38.89740622,-77.009833932,1
5099,38.89740700000001,-76.925907,27
5100,38.897407532,-77.004819036,1
5101,38.897407532,-76.969525814,1
5102,38.897411108,-77.07191658,1
5103,38.897411466,-77.004780531,1
5104,38.897413015,-77.02238965,1
5105,38.897413492,-76.9694314,1
5106,38.89741385,-77.004870057,1
5107,38.897414923,-76.994897962,1
5108,38.897416424599996,-77.0098466872,5
5109,38.897421837,-77.018996358,1
5110,38.8974220155,-77.00987923150001,2
5111,38.8974225,-76.9694845,1
5112,38.897423,-77.072145,1
5113,38.897423333333336,-77.01936383333333,1
5114,38.897423506,-76.969548464,1
5115,38.897424221,-77.003485084,1
5116,38.8974251745,-77.00986939699999,2
5117,38.89742583333334,-77.02217983333334,1
5118,38.89742782725,-77.00982308375,4
5119,38.8974291085,-76.994807184,2
5120,38.8974301505,-77.00735958616667,2
5121,38.897430539,-77.012300253,1
5122,38.897431016,-77.022121191,1
5123,38.8974339965,-77.0042346715,2
5124,38.897437096,-77.009801626,1
5125,38.897437572,-77.022332191,1
5126,38.897438645,-77.055670857,1
5127,38.897439241,-77.072416544,1
5128,38.89743946255555,-77.00982716044444,3
5129,38.89744024033334,-77.02243270083332,2
5130,38.8974415,-76.969522,1
5131,38.8974425,-77.01927416666666,1
5132,38.897445997696295,-77.00988803599934,1485
5133,38.897447228,-77.027072906,1
5134,38.897448421,-76.925928593,1
5135,38.89745,-77.00982133333333,1
5136,38.89745086666667,-77.0315817,1
5137,38.897452116,-77.009987593,1
5138,38.897454262,-77.01941216,1
5139,38.897454587333335,-77.00980020366666,3
5140,38.897455573,-76.969470739,1
5141,38.897457242,-77.022229671,1
5142,38.897457838,-77.055697799,1
5143,38.897458553,-77.027035117,1
5144,38.897461534,-77.00749754899999,2
5145,38.89746213,-77.022042155,1
5146,38.897466003999995,-77.0098295215,2
5147,38.897467136,-76.998655677,1
5148,38.897469666666666,-77.00996516666666,1
5149,38.897469997,-77.019391894,1
5150,38.897473812,-77.033598781,1
5151,38.897475481,-77.019207358,1
5152,38.89747707033334,-77.00822522233334,6
5153,38.89748083333333,-77.0190205,1
5154,38.89748458,-77.0098144295,2
5155,38.89748579250001,-77.027179599,2
5156,38.897488673666665,-77.00985999900001,3
5157,38.89749217,-77.019273639,1
5158,38.89749312116667,-77.00981708633333,2
5159,38.897496640499995,-77.019343436,2
5160,38.897498727,-77.0097663405,2
5161,38.89749959554592,-76.96950914740306,196
5162,38.897500157,-77.005431175,1
5163,38.897504807,-77.031676412,1
5164,38.897506595,-77.01913178,1
5165,38.897511184500004,-77.00736224650001,2
5166,38.897515416,-77.026968002,1
5167,38.897517562,-77.011787176,1
5168,38.897519827,-77.08091116,1
5169,38.8975214365,-77.0208105445,2
5170,38.897523046,-77.055401444,1
5171,38.897524834,-77.022500157,1
5172,38.89752770475,-77.00837499491666,4
5173,38.897532105,-77.019263983,1
5174,38.897550583,-77.0099024775,2
5175,38.897558808,-77.027346611,1
5176,38.897558808,-77.009874582,1
5177,38.897560166666665,-77.02706016666667,1
5178,38.897560716,-77.055547357,1
5179,38.897566600333334,-77.02718505499999,2
5180,38.89757788166667,-77.00824991866666,3
5181,38.897589922,-77.072370291,1
5182,38.89759266666667,-77.08068066666667,1
5183,38.897597,-77.02722283333334,1
5184,38.897602737,-77.0808570385,2
5185,38.897611499,-77.027206242,2
5186,38.89761200307159,-77.08085098738422,419
5187,38.89761683333333,-77.02708233333334,1
5188,38.897617936,-77.080951214,1
5189,38.897619605,-77.027217627,1
5190,38.897623122,-77.01092904800001,2
5191,38.897625446,-77.022022605,1
5192,38.897627831,-77.005113602,1
5193,38.897628427,-77.019394875,1
5194,38.89763021466666,-77.00819114833334,3
5195,38.897634387,-77.080864072,1
5196,38.897634506,-77.009814739,1
5197,38.8976407715,-77.08087902333332,2
5198,38.897644043,-76.994903326,1
5199,38.897644401,-77.027154922,1
5200,38.897647262,-77.043774605,1
5201,38.8976485,-77.027202,1
5202,38.897653166666665,-77.08086016666667,1
5203,38.89766407,-77.027052045,1
5204,38.89766705,-77.080878258,1
5205,38.897669435,-77.027207732,1
5206,38.897670031,-77.043593168,1
5207,38.8976715,-77.0808965,1
5208,38.897674561,-77.027553201,1
5209,38.89767909,-77.009610176,1
5210,38.897679806,-77.080906153,1
5211,38.897681166666665,-77.0274565,1
5212,38.897686601,-77.012031436,1
5213,38.897689104,-77.080867648,1
5214,38.897690177,-76.979468942,1
5215,38.897690296,-77.026925683,1
5216,38.897692,-77.207261,31
5217,38.897692561,-77.019584179,1
5218,38.89769366666667,-77.0273555,1
5219,38.897696257,-77.080886245,1
5220,38.89770335,-77.02745258799999,2
5221,38.897704244,-77.080686688,1
5222,38.897704482,-77.027248263,1
5223,38.897709608,-76.995510817,1
