Cluster,Cluster_Lat,Cluster_Lng,RideCount
136,38.827428579,-77.088806987,1
137,38.8275011894995,-77.30415743360247,75
138,38.82813207715178,-77.08731339371427,112
139,38.828887969244434,-77.11058690226668,45
140,38.829544951459695,-77.0478428781525,153
141,38.83,-77.33,1
142,38.83,-77.32,4
143,38.82999999999999,-77.30999999999999,31
144,38.830000000000005,-77.29999999999998,21
145,38.83,-77.17,2
146,38.82999999999999,-77.13,13
147,38.829999999999984,-77.11999999999999,87
148,38.82999999999999,-77.11000000000003,117
149,38.830000000000005,-77.09999999999998,18
150,38.82999999999999,-77.09000000000002,147
151,38.830000000000005,-77.07999999999998,18
152,38.83,-77.06999999999998,10
153,38.82999999999999,-77.06000000000002,142
154,38.829999999999984,-77.05000000000001,71
155,38.82999999999999,-77.04,58
156,38.82999999999999,-77.01,144
157,38.82999999999999,-77.0,42
158,38.83,-76.99,40
159,38.83,-76.98,2
160,38.83,-76.96,2
161,38.83,-76.94,1
162,38.83120904707229,-77.3080746297952,83
163,38.83151648989899,-77.0081327878788,33
164,38.832428343612044,-77.04977068626364,354
165,38.83307569293198,-77.05982267717008,147
166,38.83344056254532,-77.04784617640676,445
167,38.83479846433339,-77.30705566275056,81
168,38.83573700912,-76.98314317688,25
169,38.83600609745513,-77.00089495539744,52
170,38.83664578175751,-76.99358886515256,15
171,38.83684115844274,-77.05729764081916,299
172,38.837263107,-77.106236458,1
173,38.83728000000001,-77.06089900000002,163
174,38.83730693387233,-77.10611151087234,47
175,38.837382,-77.30937999999999,27
176,38.837846169047644,-77.0934789424762,63
177,38.838628713105265,-77.11620257100002,57
178,38.84,-77.31,6
179,38.84,-77.28,1
180,38.84,-77.27,2
181,38.84,-77.15,2
182,38.84,-77.14,2
183,38.84,-77.13,1
184,38.839999999999996,-77.12,51
185,38.84000000000002,-77.11,243
186,38.84000000000001,-77.10000000000002,74
187,38.84000000000001,-77.09000000000002,332
188,38.84000000000002,-77.08000000000001,90
189,38.84,-77.07,285
190,38.84000000000001,-77.05999999999999,178
191,38.84000000000001,-77.05000000000001,159
192,38.839999999999996,-77.01000000000002,28
193,38.84000000000001,-77.0,150
194,38.84000000000002,-76.98999999999998,79
195,38.84000000000001,-76.97999999999999,66
196,38.84000000000001,-76.97000000000003,75
197,38.84,-76.95,1
198,38.84,-76.93,9
199,38.84010245545,-76.97529375297499,40
200,38.840646590727125,-77.08866051658619,181
201,38.84109877890909,-77.30718182822729,22
202,38.84129334449124,-77.06309110533684,95
203,38.84139066666667,-77.107741,1
204,38.84146452,-77.063100696,1
205,38.84154464655604,-77.10773651999735,108
206,38.84232091011286,-77.0895553846378,254
207,38.842603163495795,-77.05020074721428,238
208,38.843229393280836,-76.99937628281599,44
209,38.843422850631576,-77.06401622798538,114
210,38.84376811154545,-76.97556897657577,33
211,38.843995333,-77.098020554,1
212,38.844015000000006,-77.05053699999999,218
213,38.844039923220976,-77.09809274906368,89
214,38.8440635205,-77.05061841,2
215,38.844247076551724,-77.30533419124136,29
216,38.844293952,-77.098067284,1
217,38.84440114053846,-77.0859307234017,117
218,38.84471205717333,-76.98782104692,50
219,38.84502926324343,-77.05195599291449,152
220,38.846216083,-77.069360256,1
221,38.846217871,-76.977062583,1
222,38.846222,-77.06927500000003,233
223,38.84623,-76.97703,14
224,38.846245686,-77.06936017666666,3
225,38.84627,-76.98184999999998,26
226,38.84627066666667,-77.069375,1
227,38.846271992,-76.981706619,1
228,38.846299648400006,-77.06932861819999,5
229,38.846685529,-77.11305654,1
230,38.84697262804547,-77.3033485565,22
231,38.84713251963782,-77.11254609451815,139
232,38.847250819,-77.095360279,1
233,38.847251177,-77.112315774,1
234,38.847358066114275,-77.09542654980474,210
235,38.847847939,-77.051591873,1
236,38.84797676861061,-77.0751044384408,214
237,38.84837241933334,-77.05130732066665,3
238,38.848424673,-77.08487188800001,2
239,38.84843635566667,-77.051480134,3
240,38.848453983568795,-77.08491710251377,109
241,38.848466037571,-77.05151397703926,331
242,38.848500609666665,-77.08497885866667,3
243,38.84864374,-77.05109159166666,3
244,38.84942723217036,-77.30444740091852,45
245,38.85,-77.33,1
246,38.85,-77.32,6
247,38.85,-77.3,2
248,38.85000000000001,-77.14,10
249,38.85,-77.13000000000001,258
250,38.85000000000001,-77.11999999999999,835
251,38.85000000000001,-77.11,699
252,38.85000000000001,-77.10000000000001,442
253,38.85,-77.09000000000003,151
254,38.85000000000001,-77.08000000000001,196
255,38.850000000000016,-77.06999999999996,213
256,38.85,-77.06,83
257,38.85,-77.05,322
258,38.85,-77.04,1
259,38.84999999999999,-77.01000000000005,31
260,38.85,-77.0,91
261,38.85,-76.98999999999998,102
262,38.85000000000001,-76.98,627
263,38.85,-76.97000000000003,327
264,38.849999999999994,-76.96,42
265,38.85,-76.95,2
266,38.85,-76.93,2
267,38.85,-76.92,1
268,38.85,-76.89,1
269,38.850164652,-77.05146873,1
270,38.850337666590974,-77.10098968229646,101
271,38.85068500399095,-77.05151670799549,221
272,38.850932,-77.302732,32
273,38.85225112986906,-77.10502569185714,84
274,38.852920153957065,-77.04849301190319,885
275,38.85296533333333,-77.05950833333333,1
276,38.852982998,-77.049735785,1
277,38.85298566666667,-77.05951333333333,1
278,38.8529925,-77.04785883333334,2
279,38.853002,-77.05949599999997,197
280,38.85304416353333,-77.04678466673332,10
281,38.85312400000001,-77.005174,131
282,38.853157759,-77.059375763,1
283,38.853179097,-77.005122185,1
284,38.853205502,-77.04802531,2
285,38.85401828177059,-77.1181080765549,170
286,38.85438068316771,-77.05341160020501,350
287,38.8550045862069,-76.98450637151724,29
288,38.855948806,-77.111867666,1
289,38.856054306,-77.048929811,1
290,38.85631866894036,-77.11153121098623,218
291,38.856424855025836,-77.04923158912766,658
292,38.85643266666666,-77.11185783333333,1
293,38.85645988899999,-77.0492008835,4
294,38.85648125,-77.1117295,2
295,38.856488943,-77.049568951,2
296,38.85650368583333,-77.11174984566667,2
297,38.856518872222225,-77.04924733911112,3
298,38.8565430402,-77.1116678954,5
299,38.856565833,-77.049512267,1
300,38.85664323594644,-77.10969615841428,280
301,38.856747746,-77.048843503,1
302,38.856769085,-77.109780192,1
303,38.85704822873946,-77.11634424154929,142
304,38.857260346,-77.051393986,1
305,38.85736903758752,-76.97768801437633,26
306,38.85742414,-77.0515138505,2
307,38.85744783333333,-77.04000365,1
308,38.85751014755556,-77.051557922,6
309,38.857553363,-77.059631705,1
310,38.85764395900001,-77.05165058966668,5
311,38.857705355,-77.05953598,1
312,38.85778529747536,-77.05169773701151,866
313,38.857865926550616,-77.05949004653439,247
314,38.857866883,-77.052062273,1
315,38.85792066,-77.05948495866666,9
316,38.858058333,-77.051668644,1
317,38.8592538223664,-77.06327514773186,363
318,38.85930561998236,-77.10201859474182,99
319,38.85934477344444,-77.0632559188889,3
320,38.859458412242425,-77.10204793003031,11
321,38.85975219297682,-77.05323530324507,661
322,38.86,-77.34,1
323,38.86,-77.32,1
324,38.86,-77.3,1
325,38.86,-77.29,1
326,38.86,-77.28,3
327,38.86,-77.27,1
328,38.86,-77.23,1
329,38.86,-77.22,1
330,38.86,-77.2,8
331,38.86,-77.19,2
332,38.86000000000001,-77.14999999999999,13
333,38.86000000000001,-77.14,6
334,38.86,-77.13,25
335,38.86000000000001,-77.12,545
336,38.86000000000001,-77.11,1112
337,38.86000000000001,-77.10000000000001,614
338,38.86000000000001,-77.09,506
339,38.86000000000001,-77.08000000000001,393
340,38.860000000000014,-77.06999999999998,147
341,38.86000000000001,-77.06,644
342,38.86000000000001,-77.04999999999998,578
343,38.86,-77.04,3
344,38.86000000000001,-77.02,6
345,38.86000000000002,-77.01000000000002,79
346,38.860000000000014,-77.0,140
347,38.860000000000014,-76.99,294
348,38.86,-76.98,21
349,38.86,-76.97,114
350,38.86,-76.96,19
351,38.85999999999999,-76.94999999999999,30
352,38.86,-76.94,1
353,38.860132217,-77.093790531,1
354,38.860215068,-77.052605391,1
355,38.86034009861701,-77.09368245492743,217
356,38.86044430763157,-76.98358336872369,76
357,38.86105504109297,-77.04941410162508,441
358,38.86166056907464,-76.96918711134325,67
359,38.862019849285716,-77.0598253435238,7
360,38.86215024521491,-77.06812083721161,49
361,38.86215651,-77.089309573,1
362,38.86216819275,-77.05999359500001,4
363,38.862184882,-77.089093328,1
364,38.86223262165151,-77.05998485342424,22
365,38.862296224,-77.089064956,1
366,38.86230301756056,-77.05993699158505,776
367,38.862311363,-77.089194417,1
368,38.8623135685,-77.0600847005,2
369,38.862322666666664,-77.06819233333333,1
370,38.862338662,-77.059895754,1
371,38.86234501716667,-77.08826498372223,6
372,38.8623525,-77.06819633333333,1
373,38.8623579045,-77.08905043883334,2
374,38.862361073,-77.068226814,1
375,38.862369537,-77.060058236,1
376,38.86237216,-77.068236709,1
377,38.862373114,-77.060199738,1
378,38.86237581611111,-77.08910697588888,3
379,38.862379432,-77.060181618,1
380,38.862381106444445,-77.08913019488888,3
381,38.862392902,-77.060218215,1
382,38.862445929907544,-77.08759749540754,274
383,38.862502933,-76.994560242,1
384,38.862522185,-77.0544583795,2
385,38.86260064651494,-76.994579370402,301
386,38.862636089,-77.053750515,1
387,38.862650514,-76.994699359,1
388,38.862650752,-77.06002295,1
389,38.862659097,-77.293844581,1
390,38.862666249,-77.060618043,1
391,38.862667322,-76.994662642,1
392,38.86272926925641,-77.05426304494871,13
393,38.862781644,-76.994708419,1
394,38.862790406,-77.0542773005,2
395,38.862804,-77.293922,5
396,38.862819195,-77.077004313,1
397,38.86282283333333,-77.05394133333333,1
398,38.86283195,-77.077169061,1
399,38.862835169,-77.053930521,1
400,38.862840772,-77.077095509,1
401,38.862841,-77.05427699999997,850
402,38.8628448845,-77.077151477,2
403,38.862852216,-77.060900927,1
404,38.862858653,-77.053825498,1
405,38.862862228495416,-77.07716022421103,109
406,38.86296197748148,-77.05417804377777,9
407,38.863256589555554,-77.06341408344444,9
408,38.863291025,-77.054203629,1
409,38.863295734000005,-77.0633875725,2
410,38.863301635,-77.054242253,1
411,38.86331440689348,-77.063416437669,702
412,38.863436699,-77.013715386,1
413,38.863441944499996,-77.063524544,2
414,38.863459945,-77.054343939,1
415,38.863537431,-77.063511968,1
416,38.863741473704465,-77.01381409894127,732
417,38.86383298843,-77.08031905447503,200
418,38.86383605,-77.013861299,1
419,38.863858223,-77.080355942,2
420,38.863896460659795,-76.99003825244331,97
421,38.86395227933333,-77.08036983033332,3
422,38.863968849,-76.990031004,1
423,38.86399601522222,-77.08034963244444,3
424,38.864036441,-76.990011811,1
425,38.864055634,-77.014078379,1
426,38.864400625,-77.080830693,1
427,38.864423633,-77.063905597,1
428,38.864622951,-77.039404392,1
429,38.86469341787012,-77.08249013329872,154
430,38.86475908719443,-77.27148500513889,36
431,38.86483729511675,-77.05687297391397,217
432,38.865028964828205,-77.03951107674969,1397
433,38.86505115,-77.054461241,1
434,38.865069091500004,-77.03958368299999,2
435,38.865091,-77.27191100000002,14
436,38.865131736,-77.039454103,1
437,38.865245819,-76.952196717,1
438,38.86553416666667,-77.050054,1
439,38.865544438,-76.952032566,1
440,38.865553000000006,-77.05003000000002,133
441,38.8655910368108,-76.9521027491892,37
442,38.86578461784562,-76.9784000550526,95
443,38.86627736337568,-77.01056418472058,606
444,38.8663609,-77.1997883,45
445,38.8663766235,-77.0105754435,8
446,38.866408467,-77.076035261,1
447,38.866419792,-77.010534286,1
448,38.866427541,-77.076064825,1
449,38.866452038,-77.010663867,2
450,38.866471184070505,-77.07613009428849,156
451,38.86652290799999,-77.0108068585,4
452,38.8666109368,-76.98523727918258,115
453,38.866629481,-77.010954618,1
454,38.866648316500005,-76.985125065,2
455,38.866659000000006,-77.28207700000002,20
456,38.8669181465,-77.011267662,2
457,38.867174318,-76.9880877436,5
458,38.867262,-77.07231500000002,132
459,38.867268801,-76.988211155,1
460,38.867275119,-77.072319508,1
461,38.867372770579415,-76.98803947528634,149
462,38.867411852000004,-77.072389603,2
463,38.86742516666666,-76.98808533333333,1
464,38.868356050749995,-76.97099694959091,44
465,38.868405104,-77.22528708,1
466,38.868410707,-76.971028924,1
467,38.868535999999985,-77.22526199999999,22
468,38.868544703880275,-77.28208337922068,4
469,38.868930817,-77.095560551,1
470,38.86911419290567,-77.27153766943553,83
471,38.869166136,-76.978512645,1
472,38.869201091411774,-76.95989450511765,51
473,38.869292378,-77.012032151,1
474,38.86933723203572,-76.97852033832143,56
475,38.86939516666666,-77.09562883333334,1
476,38.869402647,-76.978657484,1
477,38.8694134355,-77.10443222500001,2
478,38.869418,-77.095596,264
479,38.869419336,-76.978647351,1
480,38.869420052,-77.095592499,1
481,38.8694215415,-76.9786212445,2
482,38.8694239855,-77.10442054250001,2
483,38.869428873,-77.095585108,1
484,38.869429231,-77.104439735,1
485,38.8694335,-77.09563641666666,2
486,38.869440556,-77.104455709,1
487,38.869440794,-77.095542908,1
488,38.86944201395018,-77.10450288982562,281
489,38.8694465,-77.09563266666666,1
490,38.869448185,-77.10446167,1
491,38.869448304,-76.978556991,1
492,38.86944883333334,-77.10447083333334,1
493,38.869449139,-77.095583797,1
494,38.869451523,-77.1044800875,2
495,38.869454727333334,-77.095602223,2
496,38.869461536,-77.10446322,1
497,38.869461775,-77.095594406,1
498,38.86946349433333,-77.10446031466667,3
499,38.869467258,-77.095567465,1
500,38.8694707155,-77.10444259650001,2
501,38.86947333333333,-77.09563566666667,1
502,38.869475961,-77.104399562,1
503,38.8694795965,-77.09559357149999,2
504,38.869492412,-77.104447722,1
505,38.869497657,-77.010750294,1
506,38.869507909,-77.095644832,1
507,38.869518876,-77.010782242,1
508,38.869521856,-77.09562695,1
509,38.86953716666667,-77.10441133333333,1
510,38.8695899726,-77.0107688428,10
511,38.869624853,-77.104747772,1
512,38.869683879541945,-77.01081488874574,615
513,38.869938135,-77.229646683,1
514,38.869998813,-77.011944652,1
515,38.87,-77.28,9
516,38.87,-77.27,9
517,38.87,-77.26,3
518,38.87,-77.25,5
519,38.87,-77.24,2
520,38.86999999999998,-77.23,46
521,38.87,-77.22,5
522,38.87,-77.21000000000001,20
523,38.87,-77.2,24
524,38.87,-77.19000000000001,10
525,38.87,-77.18000000000002,10
526,38.87,-77.16999999999999,13
527,38.87,-77.16,32
528,38.86999999999999,-77.14999999999999,238
529,38.87,-77.14000000000001,157
530,38.86999999999999,-77.13000000000001,54
531,38.87,-77.12,83
532,38.87,-77.10999999999999,1010
533,38.87,-77.10000000000002,677
534,38.87,-77.09000000000003,215
535,38.87,-77.08,282
536,38.87,-77.06999999999998,88
537,38.86999999999999,-77.06000000000003,78
538,38.87,-77.05,33
539,38.86999999999999,-77.04,70
540,38.87,-77.03,2
541,38.86999999999999,-77.02000000000002,77
542,38.87,-77.01,743
543,38.87,-77.0,253
544,38.87,-76.99,249
545,38.87,-76.97999999999999,140
546,38.87,-76.97000000000001,355
547,38.86999999999999,-76.95999999999997,117
548,38.87,-76.95,16
549,38.87,-76.94,33
550,38.87,-76.93,17
551,38.87,-76.92,1
552,38.87009331718919,-77.22996912174324,74
553,38.870248516333334,-77.01161100483334,6
554,38.870353,-76.945283,5
555,38.870456218499996,-77.0108665825,2
556,38.870560917811474,-77.04409502266708,323
557,38.870571852,-77.011856794,1
558,38.870592117,-76.982348204,1
559,38.870598435,-77.044069529,1
560,38.87065987455556,-77.01210607700001,6
561,38.870695000000005,-76.98235899999997,58
562,38.870826631255724,-77.011895877166,479
563,38.871731639,-77.108007431,1
564,38.8717398645,-77.005983472,2
565,38.871765539047615,-77.10799896280953,7
566,38.871776104,-77.005907893,1
567,38.87177983933333,-77.10799062266666,3
568,38.8717845085,-77.00589072700001,2
569,38.87178651466667,-77.10797691333333,3
570,38.871789217,-77.005921483,1
571,38.871789455,-77.107972503,1
572,38.87179034733333,-77.00591765166666,2
573,38.871794224,-77.107993126,1
574,38.871794581,-77.005978107,1
575,38.871797323,-77.1079591515,2
576,38.871799111,-77.0059793,1
577,38.871800303,-77.107973933,1
578,38.87180364133334,-77.00587256766669,3
579,38.871805191,-77.108009458,1
580,38.8718055,-77.00601233333333,1
581,38.871805668,-77.1079849,1
582,38.87181048125,-77.00595915604167,8
583,38.871822,-77.107906,271
584,38.87182251633333,-77.00592929444444,3
585,38.87182641,-77.107945204,1
586,38.87184101133921,-77.00590974703589,966
587,38.871853709,-77.107964277,1
588,38.871867662166665,-77.00587731508332,4
589,38.871884346,-77.107981205,1
590,38.87190108666667,-77.00586964266667,2
591,38.871921659,-77.107992053,1
592,38.871937871,-77.005879045,1
593,38.872017682,-77.10809934150001,2
594,38.872163177,-76.991312981,1
595,38.87264366143395,-77.23063144956605,106
596,38.87296381267015,-77.01758509337854,671
597,38.872976000000016,-76.935246,38
598,38.87298807733334,-77.01758604604763,7
599,38.873002052,-76.935296535,1
600,38.873016546875,-77.01761580508334,8
601,38.873056671986305,-76.97101494546573,73
602,38.873134017,-77.0175806285,2
603,38.8732190567503,-77.08210427240144,279
604,38.873261,-77.272999,25
605,38.8733256298,-77.08211253065332,25
606,38.873618245,-77.089414835,2
607,38.873703957,-77.152950406,1
608,38.8737047315,-77.0892657635,2
609,38.873720924,-77.15288484133333,3
610,38.87373054,-77.0892919305,2
611,38.8737341165,-77.15289676149999,2
612,38.873735905,-77.08919096,1
613,38.873744607,-77.152880907,1
614,38.87375500000002,-77.089233,177
615,38.87380649830204,-77.15285199085346,107
616,38.87392499246535,-76.98117758364357,101
617,38.874249666154235,-77.104787891199,201
618,38.874338508,-77.002259374,1
619,38.874359876,-77.1048651935,4
620,38.874603936999996,-77.00291129933333,12
621,38.8747581244,-77.020879626,5
622,38.874770104999996,-77.0025330785,2
623,38.874779165,-77.020822108,2
624,38.87478590033333,-77.002465725,3
625,38.87479116666667,-77.02083783333333,1
626,38.874795437,-77.002449989,1
627,38.87480037633333,-77.02084640516667,2
628,38.874809166666665,-77.0025735,1
629,38.874820699642704,-77.02078857306253,403
630,38.8748325586,-77.00247089860002,5
631,38.87484016666667,-77.0207715,2
632,38.874848008499995,-77.0039460065,2
633,38.87486259133333,-77.02082514766666,3
634,38.8748744725,-77.002433062,2
635,38.874880552,-77.020787597,1
636,38.875022485463525,-77.00435425267389,2220
637,38.875772,-76.86876700000002,10
638,38.8760367035,-77.00411614750001,4
639,38.87608242,-77.020636439,1
640,38.87613117671429,-77.00417302342858,7
641,38.876148224,-77.012301803,1
642,38.87615909646667,-77.00419050353334,15
643,38.876168966,-77.012445211,1
644,38.8761693525,-77.00419407966666,2
645,38.876172662,-77.012265325,1
646,38.876175243166664,-77.00416875925,4
647,38.876178265,-77.0123595,1
648,38.8761789795,-77.004186511,2
649,38.876179457,-77.012322426,1
650,38.87618112388889,-77.00419928288888,3
651,38.876182795,-77.012460232,1
652,38.876186318866665,-77.00419728233334,10
653,38.876191377333335,-77.01240674666667,3
654,38.876192748499996,-77.00417158,4
655,38.876196384333326,-77.01232707466666,3
656,38.87620016479487,-77.00417906769232,13
657,38.876204491,-77.012406468,1
658,38.876205981,-77.00401121350001,2
659,38.8762076495,-77.0123784545,2
660,38.8762100935,-77.00418216,2
661,38.876211001356545,-77.01244306200633,474
662,38.87621216666667,-77.00424133333334,1
663,38.876212358,-77.0122457145,2
664,38.876214223666665,-77.00419394925,4
665,38.876216649999996,-77.01237964633334,3
666,38.876219228801546,-77.00416923077236,927
667,38.876223028,-77.01234024749999,2
668,38.87622422,-77.00424414849999,2
669,38.8762255,-77.01238066666667,1
670,38.876227021,-77.004237413,1
671,38.876227445751475,-76.94098126958124,3
672,38.876228094,-77.012305617,1
673,38.876233895666665,-77.00419267,3
674,38.8762395,-77.01234366666667,1
675,38.8762427565,-77.004172385,2
676,38.87624395066666,-77.01244175849999,2
677,38.87626760385186,-77.00415840122223,9
678,38.8762815,-77.012540102,1
679,38.876284,-77.00440083333334,1
680,38.876287341,-77.012326479,1
681,38.876315021399996,-77.004266453,5
682,38.876347065,-77.10771656,2
683,38.876351476,-77.018926978,1
684,38.876392899453975,-77.10773424127986,268
685,38.876414061,-77.020678043,1
686,38.876431505,-77.10770291066667,6
687,38.8764669295,-77.01920193449999,2
688,38.8764980435,-77.1271694305,2
689,38.876505256,-77.021163106,1
690,38.876511097,-77.000813842,1
691,38.87652799999999,-77.12712,158
692,38.876546144,-77.020994186,1
693,38.876567245,-77.000335693,1
694,38.876569629,-77.017503619,1
695,38.876575768,-77.00095391299999,2
696,38.876597762,-77.015421629,1
697,38.8766058685,-77.000254512,2
698,38.876614332,-77.11282444,1
699,38.876616359,-77.000398517,1
700,38.876620054,-77.113008499,1
701,38.87662317416667,-77.00061558783332,2
702,38.876626968,-77.020850301,1
703,38.876628333333336,-77.00053983333333,1
704,38.876629472,-77.020884156,1
705,38.876630166666665,-77.11298883333333,1
706,38.87663277,-77.02096696733334,3
707,38.876637026833336,-77.00059529533334,4
708,38.876644135,-77.020871639,1
709,38.876646,-77.0005525,1
710,38.876649988,-77.02091252383335,2
711,38.876650691,-77.000540972,1
712,38.876653254000004,-77.02091926349999,2
713,38.876655698,-77.006136656,1
714,38.876660823833326,-77.02038051683333,6
715,38.8766665,-77.000583,1
716,38.876668334,-77.113036036,1
717,38.876668334,-77.020929456,1
718,38.87666893,-77.000542283,1
719,38.876671195,-77.02089124899999,2
720,38.876672626,-76.99362576,1
721,38.876674333333334,-77.000541,1
722,38.876674891,-77.020911932,1
723,38.876674891,-77.000737309,1
724,38.876675129,-77.020934463,1
725,38.87667644,-76.994511962,1
726,38.876678944,-77.020925403,1
727,38.87667942,-77.000443459,1
728,38.87668016283333,-77.02089451216666,2
729,38.87668108333333,-77.11301116666667,2
730,38.87668184433333,-77.019817273,3
731,38.876683712,-77.113088727,1
732,38.876684129,-77.020831406,2
733,38.876684308,-77.000460505,1
734,38.876684427,-77.112945318,1
735,38.8766855,-77.02087666666667,1
736,38.8766875865,-77.00059819200001,2
737,38.8766890765,-77.0209484695,2
738,38.87668992016667,-77.000540782,2
739,38.876690745,-77.113062024,1
740,38.876691042999994,-77.020921707,2
741,38.876691699,-77.000677347,1
742,38.876691818,-77.11299026,1
743,38.876692166666665,-77.02090683333333,1
744,38.876692414,-77.000654101,1
745,38.876693368,-77.02086997,1
746,38.87669499999999,-77.11298199999999,284
747,38.876695514,-77.020929694,1
748,38.876695752,-76.994579911,1
749,38.8766975,-77.00179583333333,1
750,38.876697898,-77.020995378,1
751,38.87670166666667,-76.99445116666666,1
752,38.876703262333336,-77.02096970866667,3
753,38.876705527,-76.994560599,1
754,38.8767071365,-77.0209359525,2
755,38.87670762216666,-77.00060065966667,2
756,38.87670969116667,-77.020898149,4
757,38.87671183333333,-77.00057833333334,1
758,38.876711845,-76.99451899499999,1
759,38.876712203,-77.020907879,1
760,38.876712203,-77.000518322,1
761,38.876714468,-77.112946868,1
762,38.876714666666665,-77.0007305,1
763,38.87671609955556,-77.02093802099999,3
764,38.876719594,-76.994516969,1
765,38.876719666666666,-77.02091783333333,1
766,38.876719713,-77.112991571,1
